Tickers,Stock Code,Name of Securities,Category,Board Lot,ISIN,RMB Counter
0464.hk,00464,CHINA IN-TECH,Equity,"4,000",KYG2122E1017,
0465.hk,00465,FUTONG TECH,Equity,"2,000",KYG369921088,
0467.hk,00467,UNITEDENERGY GP,Equity,"2,000",BMG9231L1081,
0468.hk,00468,GAPACK,Equity,"1,000",KYG407691040,
0471.hk,00471,SILKWAVE INC,Equity,"4,000",KYG2237A2003,
0472.hk,00472,NEW SILKROAD,Equity,"10,000",BMG6479N1011,
0474.hk,00474,ACESO LIFE SCI,Equity,"6,000",KYG0070S1066,
0475.hk,00475,CENTRAL DEV H,Equity,"2,000",KYG207011019,
0476.hk,00476,EV DYNAMICS,Equity,"10,000",BMG321571694,
0480.hk,00480,HKR INT'L,Equity,800,KYG4520J1040,
0482.hk,00482,SANDMARTIN INTL,Equity,"10,000",BMG780521263,
0483.hk,00483,BAUHAUS INT'L,Equity,"2,000",KYG1080K1094,
0484.hk,00484,FORGAME,Equity,"3,000",KYG363361083,
0485.hk,00485,CHINASINOSTAR,Equity,"20,000",BMG2161L1155,
0486.hk,00486,RUSAL,Equity,"1,000",RU000A1025V3,
0487.hk,00487,SUCCESSUNIVERSE,Equity,"4,000",BMG8550S1089,
0488.hk,00488,LAI SUN DEV,Equity,300,HK0000356821,
0489.hk,00489,DONGFENG GROUP,Equity,"2,000",CNE100000312,
0491.hk,00491,EMPEROR CULTURE,Equity,"20,000",BMG3036H1079,
0493.hk,00493,GOME RETAIL,Equity,"1,000",BMG3978C1249,
0495.hk,00495,PALADIN,Equity,"5,000",BMG687521317,
0496.hk,00496,KASEN,Equity,"1,000",KYG5216Q1047,
0497.hk,00497,CSI PROPERTIES,Equity,"20,000",BMG2581C2081,
0498.hk,00498,BLUE RIVER HLDG,Equity,"10,000",BMG126341046,
0499.hk,00499,QINGDAO HLDGS,Equity,"2,000",BMG7305Q1024,
0500.hk,00500,FRONTIER SER,Equity,"1,000",BMG3729C1001,
0505.hk,00505,XINGYE ALLOY,Equity,"1,000",KYG9831C1024,
0506.hk,00506,CHINA FOODS,Equity,"2,000",BMG2154F1095,
0508.hk,00508,DINGYI GP INV,Equity,"5,000",BMG2763D2064,
0509.hk,00509,SUNSHINE,Equity,"10,000",KYG2091K1388,
0510.hk,00510,CASH FIN SER GP,Equity,"6,000",BMG1932V2128,
0511.hk,00511,TVB,Equity,100,HK0000139300,
0512.hk,00512,GRAND PHARMA,Equity,500,BMG210A71016,
0513.hk,00513,CONTINENTAL H,Equity,"10,000",HK0000739877,
0515.hk,00515,CHINASILVER TEC,Equity,"10,000",KYG2121X1429,
0517.hk,00517,COSCO SHIP INTL,Equity,"2,000",BMG8114Z1014,
0518.hk,00518,TUNGTEX (HOLD),Equity,"2,000",HK0518001976,
0519.hk,00519,NOVAUTEK,Equity,"5,000",BMG0428W1221,
0520.hk,00520,XIABUXIABU,Equity,500,KYG982971072,
0521.hk,00521,CWT INT'L,Equity,"10,000",HK0521001989,
0522.hk,00522,ASMPT,Equity,100,KYG0535Q1331,
0524.hk,00524,GW TERROIR,Equity,"50,000",BMG4080L2009,
0525.hk,00525,GUANGSHEN RAIL,Equity,"2,000",CNE100000379,
0526.hk,00526,LISI GP HOLD,Equity,"2,000",BMG2121N1020,
0527.hk,00527,RUIFENG RENEW,Equity,"12,000",KYG2118V1178,
0528.hk,00528,KINGDOM HOLDING,Equity,"2,000",KYG525741032,
0529.hk,00529,SIS INT'L,Equity,"2,000",BMG816841057,
0532.hk,00532,WKK INTL (HOLD),Equity,"2,000",BMG9737M1055,
0533.hk,00533,GOLDLION HOLD,Equity,"1,000",HK0533002009,
0535.hk,00535,GEMDALE PPT,Equity,"2,000",BMG3911S1035,
0536.hk,00536,TRADELINK,Equity,"2,000",HK0536032532,
0538.hk,00538,AJISEN (CHINA),Equity,"1,000",KYG0192S1093,
0540.hk,00540,SPEEDY GLOBAL,Equity,"4,000",KYG834551080,
0542.hk,00542,CN CULTURAL T&A,Equity,"8,000",KYG2124R1002,
0543.hk,00543,PACIFIC ONLINE,Equity,"1,000",KYG9684P1019,
0544.hk,00544,DAIDO GROUP,Equity,"5,000",BMG2619Y2065,
0546.hk,00546,FUFENG GROUP,Equity,"1,000",KYG368441195,
0547.hk,00547,DIGITAL DOMAIN,Equity,"5,000",BMG2870G2095,
0548.hk,00548,SHENZHENEXPRESS,Equity,"2,000",CNE100000478,
0550.hk,00550,ALLEGRO CULTURE,Equity,"2,000",BMG525961063,
0551.hk,00551,YUE YUEN IND,Equity,500,BMG988031446,
0552.hk,00552,CHINACOMSERVICE,Equity,"2,000",CNE1000002G3,
0553.hk,00553,NANJING PANDA,Equity,"2,000",CNE1000003T4,
0554.hk,00554,HANS GP HLDGS,Equity,"2,000",KYG4382G1073,
0556.hk,00556,PAN ASIA ENVIRO,Equity,"2,000",KYG6883P1063,
0557.hk,00557,TIANYUAN HEALTH,Equity,"2,000",KYG8442J1004,
0558.hk,00558,LK TECH,Equity,"2,500",KYG5548P1054,
0559.hk,00559,DETAI NEWENERGY,Equity,"10,000",BMG2743V1101,
0560.hk,00560,CHU KONG SHIP,Equity,"2,000",HK0560006634,
0563.hk,00563,SH IND URBAN,Equity,"2,000",BMG8065B1037,
0564.hk,00564,ZMJ,Equity,200,CNE100001LY0,
0565.hk,00565,ART GROUP HOLD,Equity,"5,000",KYG0583P1028,
0567.hk,00567,DAISHOMICROLINE,Equity,"20,000",BMG2624V1063,
0568.hk,00568,SHANDONG MOLONG,Equity,400,CNE1000001N1,
0570.hk,00570,TRAD CHI MED,Equity,"2,000",HK0000056256,
0571.hk,00571,ESUN HOLDINGS,Equity,"2,000",BMG3135M1148,
0572.hk,00572,FW HOLDINGS,Equity,"4,000",KYG3707A1343,
0573.hk,00573,TAO HEUNG HLDGS,Equity,"1,000",KYG8672Y1089,
0574.hk,00574,PASHUN INT'L,Equity,"2,000",KYG693781000,
0575.hk,00575,REGENT PACIFIC,Equity,"10,000",KYG3042R1314,
0576.hk,00576,ZHEJIANGEXPRESS,Equity,"2,000",CNE1000004S4,
0579.hk,00579,JNCEC,Equity,"2,000",CNE100001336,
0580.hk,00580,SUN.KING TECH,Equity,"2,000",KYG857AW1047,
0581.hk,00581,CHINA ORIENTAL,Equity,"2,000",BMG2108V1019,
0582.hk,00582,SHIN HWA WORLD,Equity,"6,000",BMG5369T2026,
0583.hk,00583,GWPA HOLDINGS,Equity,"2,000",BMG4079W1001,
0585.hk,00585,IMAGI INT'L,Equity,"8,000",BMG476291940,
0586.hk,00586,CONCH VENTURE,Equity,500,KYG2116J1085,
0587.hk,00587,CONCH ENVIRO,Equity,500,KYG2124M1015,
0588.hk,00588,BEIJING N STAR,Equity,"2,000",CNE100000262,
0589.hk,00589,JIANZHONG CONS,Equity,"2,000",KYG5139A1031,
0590.hk,00590,LUK FOOK HOLD,Equity,"1,000",BMG5695X1258,
0591.hk,00591,C HIGHPRECISION,Equity,"1,000",KYG211221091,
0593.hk,00593,DREAMEAST,Equity,500,BMG8201D1204,
0595.hk,00595,AV CONCEPT HOLD,Equity,"2,000",KYG0672U1114,
0596.hk,00596,INSPUR DIGI ENT,Equity,"2,000",KYG4820C1309,
0598.hk,00598,SINOTRANS,Equity,"1,000",CNE1000004F1,
0599.hk,00599,E. BON HOLDINGS,Equity,"16,000",KYG2917V1023,
0601.hk,00601,REMT,Equity,"10,000",BMG7386W2000,
0602.hk,00602,JIAHUA STORES H,Equity,"2,500",KYG7395Y1061,
0603.hk,00603,CHINA OIL & GAS,Equity,"20,000",BMG2155W1010,
0604.hk,00604,SHENZHEN INVEST,Equity,"2,000",HK0604011236,
0605.hk,00605,C FIN SERVICES,Equity,"2,000",HK0000686565,
0606.hk,00606,SCE CM,Equity,"1,000",KYG7849R1039,
0607.hk,00607,FULLSHARE,Equity,"4,000",KYG3690U1132,
0608.hk,00608,HIGH FASHION,Equity,"2,000",BMG4453K1027,
0609.hk,00609,TIANDE CHEMICAL,Equity,"4,000",KYG887551060,
0610.hk,00610,WAI KEE HOLD,Equity,"2,000",BMG942051043,
0611.hk,00611,CNE TECH CORP,Equity,"2,000",BMG2115P1059,
0612.hk,00612,CARMEN CENTURY,Equity,"8,000",KYG2120F1000,
0613.hk,00613,PLANETREE INT'L,Equity,"2,000",BMG713292081,
0616.hk,00616,EMINENCE ENT,Equity,"5,000",BMG0094B1476,
0617.hk,00617,PALIBURG HOLD,Equity,"2,000",BMG687662301,
0618.hk,00618,PKU RESOURCES,Equity,"8,000",BMG6982M2028,
0619.hk,00619,SOUTH CHINA FIN,Equity,"2,000",HK0000460706,
0620.hk,00620,DTXS SILK ROAD,Equity,"2,000",BMG2R28T1049,
0621.hk,00621,TAUNG GOLD,Equity,"5,000",BMG8697W2028,
0622.hk,00622,OSHIDORI,Equity,"3,000",BMG6804L1019,
0623.hk,00623,SINOMEDIA,Equity,"1,000",HK0000046869,
0626.hk,00626,PUBLIC FIN HOLD,Equity,"2,000",BMG7297B1054,
0627.hk,00627,JAPAN KYOSEI,Equity,"20,000",BMG9298R1960,
0628.hk,00628,TONGTONG AI SOC,Equity,"2,000",BMG4053L2036,
0629.hk,00629,YUE DA INTL,Equity,"1,000",KYG9877S1021,
0630.hk,00630,AMCO UNITED,Equity,"10,000",BMG0259E1599,
0631.hk,00631,SANY INT'L,Equity,"1,000",KYG781631059,
0632.hk,00632,CHK OIL,Equity,"2,000",BMG2123V1101,
0635.hk,00635,PLAYMATES,Equity,"2,000",BMG7130P2206,
0636.hk,00636,KLN,Equity,500,BMG524181036,
0637.hk,00637,LEE KEE,Equity,"2,000",KYG542761039,
0639.hk,00639,SHOUGANG RES,Equity,"2,000",HK0639031506,
0640.hk,00640,INFINITY DEV,Equity,"4,000",KYG4772A1085,
0641.hk,00641,CHTC FONG'S INT,Equity,"2,000",BMG2168E1140,
0643.hk,00643,CARRY WEALTH,Equity,"10,000",BMG1925S1017,
0645.hk,00645,ARES ASIA,Equity,"2,000",BMG329191057,
0646.hk,00646,CHINA ENV TEC,Equity,"8,000",KYG2159B1115,
0648.hk,00648,SOFTMEDX-NEW,Equity,"5,000",HK0000375797,
0650.hk,00650,PRODUCTIVE TECH,Equity,"2,000",KYG7255N1097,
0653.hk,00653,BONJOUR HOLD,Equity,"12,000",KYG123731419,
0655.hk,00655,HK CHINESE LTD,Equity,"2,000",BMG4586T1036,
0656.hk,00656,FOSUN INTL,Equity,500,HK0656038673,
0657.hk,00657,G-VISION INT'L,Equity,"2,000",BMG4209T1009,
0658.hk,00658,C TRANSMISSION,Equity,"1,000",KYG2112D1051,
0659.hk,00659,CTF SERVICES,Equity,"1,000",BMG668971101,
0660.hk,00660,WAI CHUN BIOTEC,Equity,"20,000",KYG9450C1107,
0661.hk,00661,CDAYENONFER,Equity,"2,000",BMG2125C1029,
0662.hk,00662,ASIA FINANCIAL,Equity,"2,000",BMG0532X1074,
0663.hk,00663,KING STONE ENGY,Equity,"10,000",HK0000812955,
0666.hk,00666,REPT BATTERO,Equity,200,CNE1000069Z2,
0667.hk,00667,CHINA EAST EDU,Equity,500,KYG2120T1004,
0669.hk,00669,TECHTRONIC IND,Equity,500,HK0669013440,
0670.hk,00670,CHINA EAST AIR,Equity,"2,000",CNE1000002K5,
0672.hk,00672,ZHONGAN GROUP,Equity,"1,000",KYG9898N1161,
0673.hk,00673,CHINA HEALTH,Equity,"6,000",BMG2107P2040,
0674.hk,00674,CHINA TANGSHANG,Equity,"4,000",BMG2197S1008,
0675.hk,00675,K & P INT'L,Equity,"2,000",BMG5313X1011,
0676.hk,00676,PEGASUS INT'L,Equity,"2,000",BMG6977B1046,
0677.hk,00677,GOLDEN RES DEV,Equity,"2,000",BMG3958B1046,
0679.hk,00679,ASIA TELE-NET,Equity,"10,000",BMG0534V1256,
0681.hk,00681,CHI PEOPLE HOLD,Equity,"2,000",BMG2112G1087,
0682.hk,00682,CHAODA MODERN,Equity,"10,000",KYG2046Q1156,
0683.hk,00683,KERRY PPT,Equity,500,BMG524401079,
0684.hk,00684,ALLAN INT'L,Equity,"2,000",BMG017541035,
0685.hk,00685,MEDIA CHINESE,Equity,"1,000",BMG5959D1048,
0686.hk,00686,BJ ENERGY INTL,Equity,"2,000",BMG1146K2008,
0687.hk,00687,TYSAN HOLDINGS,Equity,"2,000",BMG4643K1036,
0688.hk,00688,CHINA OVERSEAS,Equity,500,HK0688002218,
0689.hk,00689,EPI (HOLDINGS),Equity,"15,000",BMG3155U1523,
0690.hk,00690,UNI-BIO GROUP,Equity,"20,000",KYG9198H1406,
0691.hk,00691,SHANSHUI CEMENT,Equity,"1,000",KYG2116M1015,
0693.hk,00693,TAN CHONG INT'L,Equity,"3,000",BMG8667Z1023,
0694.hk,00694,BEIJING AIRPORT,Equity,"2,000",CNE100000221,
0695.hk,00695,DONGWU CEMENT,Equity,"2,000",KYG281601024,
0696.hk,00696,TRAVELSKY TECH,Equity,"1,000",CNE1000004J3,
0697.hk,00697,SHOUCHENG,Equity,"2,000",HK0000592854,
0698.hk,00698,TONGDA GROUP,Equity,"10,000",KYG8917X1218,
0700.hk,00700,TENCENT,Equity,100,KYG875721634,80700
0701.hk,00701,CNT GROUP,Equity,"2,000",BMG2237T1009,
0702.hk,00702,SINO OIL & GAS,Equity,"10,000",BMG8184U1154,
0703.hk,00703,FUTURE BRIGHT,Equity,"6,000",BMG3698L1072,
0704.hk,00704,HUSCOKE HLDGS,Equity,"5,000",BMG4709B1129,
0707.hk,00707,ATV HOLDINGS,Equity,"8,000",KYG0541Y1382,
0708.hk,00708,EVERG VEHICLE,Equity,500,HK0000264595,
0709.hk,00709,GIORDANO INT'L,Equity,"2,000",BMG6901M1010,
0710.hk,00710,BOE VARITRONIX,Equity,"1,000",BMG1223L1054,
0711.hk,00711,ASIA ALLIED INF,Equity,"2,000",BMG0578N1048,
0712.hk,00712,COMTEC SOLAR,Equity,"10,000",KYG234201138,
0713.hk,00713,WORLD HOUSEWARE,Equity,"2,000",KYG9768F1028,
0716.hk,00716,SINGAMAS CONT,Equity,"2,000",HK0716002271,
0717.hk,00717,EMPEROR CAPITAL,Equity,"6,000",BMG313751015,
0718.hk,00718,TAI UNITED HOLD,Equity,"5,000",BMG8661J1045,
0719.hk,00719,SHANDONG XINHUA,Equity,"2,000",CNE100000411,
0720.hk,00720,AUTO ITALIA,Equity,"25,000",BMG066391019,
0721.hk,00721,C FIN INT INV,Equity,"10,000",BMG2110W1055,
0722.hk,00722,UMP,Equity,"2,000",KYG9320W1069,
0723.hk,00723,RELIANCE GLO HL,Equity,"30,000",BMG8598B2080,
0724.hk,00724,RUIXIN INT'L,Equity,"10,000",BMG7713S3024,
0725.hk,00725,PERENNIAL INT'L,Equity,"2,000",BMG7004P1086,
0726.hk,00726,DIT GROUP,Equity,"5,000",BMG2773V2045,
0727.hk,00727,CROWNICORP,Equity,"10,000",HK0001131157,
0728.hk,00728,CHINA TELECOM,Equity,"2,000",CNE1000002V2,
0730.hk,00730,CAPITAL IND FIN,Equity,"1,000",BMG8114P1032,
0731.hk,00731,C&D NEWIN,Equity,"20,000",BMG7783F1317,
0732.hk,00732,TRULY INT'L,Equity,"2,000",KYG910191363,
0733.hk,00733,HOPEFLUENT,Equity,"2,000",KYG459921071,
0736.hk,00736,CHINA PPT INV,Equity,"3,000",BMG2157U1945,
0737.hk,00737,BAY AREA DEV,Equity,500,KYG8088A1168,80737
0738.hk,00738,LE SAUNDA,Equity,"2,000",BMG5456B1063,
0743.hk,00743,ASIA CEMENT CH,Equity,500,KYG0539C1069,
0745.hk,00745,CN CULTURE GP,Equity,"20,000",KYG2116P1798,
0746.hk,00746,L & M CHEMICAL,Equity,"2,000",KYG5427E1145,
0747.hk,00747,SHENYANG PUBLIC,Equity,"2,000",CNE100000460,
0750.hk,00750,SFSY ENERGY,Equity,"1,000",BMG2161E1113,
0751.hk,00751,SKYWORTH GROUP,Equity,"2,000",BMG8181C1001,
0752.hk,00752,PICO FAR EAST,Equity,"2,000",KYG7082H1276,
0753.hk,00753,AIR CHINA,Equity,"2,000",CNE1000001S0,
0754.hk,00754,HOPSON DEV HOLD,Equity,100,BMG4600H1198,
0755.hk,00755,DEVGREAT,Equity,"5,000",BMG8064K1128,
0756.hk,00756,SUMMI,Equity,"8,000",KYG8566A1177,
0757.hk,00757,SOLARGIGA,Equity,"1,000",KYG8268W1024,
0759.hk,00759,CEC INT'L HOLD,Equity,"2,000",BMG1988W1064,
0760.hk,00760,TALENT PPT GP,Equity,"30,000",BMG8668U2017,
0762.hk,00762,CHINA UNICOM,Equity,"2,000",HK0000049939,
0763.hk,00763,ZTE,Equity,200,CNE1000004Y2,
0764.hk,00764,ETERNITY INV,Equity,"10,000",BMG320501585,
0765.hk,00765,PERFECTECH INTL,Equity,"2,000",BMG7004C1073,
0767.hk,00767,ZHONG JI LS,Equity,"10,000",BMG989M12097,
0768.hk,00768,UBA INVESTMENTS,Equity,"2,000",KYG9158X1016,
0769.hk,00769,CHINA RAREEARTH,Equity,"2,000",KYG210891001,
0770.hk,00770,SHANGHAI GROWTH,Equity,"1,000",KYG806391002,
0771.hk,00771,AUTOMATED SYS,Equity,"2,000",BMG0666H1007,
0772.hk,00772,CHINA LIT,Equity,200,KYG2121R1039,
0775.hk,00775,CKLIFE SCIENCES,Equity,"2,000",KYG2176J1058,
0776.hk,00776,IMPERIUM TEC GP,Equity,500,KYG4750S1131,
0777.hk,00777,NETDRAGON,Equity,500,KYG6427W1042,
0780.hk,00780,TONGCHENGTRAVEL,Equity,400,KYG8918W1069,
0784.hk,00784,LING YUI,Equity,"10,000",KYG5496R1039,
0788.hk,00788,CHINA TOWER,Equity,500,CNE100006V65,
0789.hk,00789,ARTINI HLDG,Equity,"20,000",BMG051121264,
0794.hk,00794,COME SURE GROUP,Equity,"2,000",KYG2298N1097,
0797.hk,00797,7ROAD,Equity,"2,000",KYG806101013,
0798.hk,00798,CEOVU,Equity,"4,000",KYG2119Q1091,
0799.hk,00799,IGG,Equity,"1,000",KYG6771K1022,
0802.hk,00802,CHINA E-WALLET,Equity,"10,000",BMG2114Y1158,
0804.hk,00804,PINESTONE,Equity,"5,000",KYG7110K1426,
0805.hk,00805,NEW GONOW RV,Equity,"2,000",KYG6471S1084,
0806.hk,00806,VALUE PARTNERS,Equity,"1,000",KYG931751005,
0807.hk,00807,SIICENVIRONMENT,Equity,"1,000",SG1BI7000000,
0809.hk,00809,GLOBAL BIO-CHEM,Equity,"2,000",KYG3919S1057,
0810.hk,00810,CH CASTSON 81,Equity,"6,000",BMG215271096,
0811.hk,00811,XINHUA WINSHARE,Equity,"1,000",CNE1000004B0,
0812.hk,00812,SWSI,Equity,"2,000",BMG8301A1099,
0813.hk,00813,SHIMAO GROUP,Equity,500,KYG810431042,
0814.hk,00814,JINGKELONG,Equity,"1,000",CNE100000247,
0815.hk,00815,CHI SILVER GP,Equity,"2,000",KYG211771038,
0816.hk,00816,JINMAO SERVICES,Equity,500,HK0000827664,
0817.hk,00817,CHINA JINMAO,Equity,"2,000",HK0817039453,
0818.hk,00818,HI SUN TECH,Equity,"3,000",BMG4512G1261,
0819.hk,00819,TIANNENG POWER,Equity,"2,000",KYG8655K1094,
0821.hk,00821,VC HOLDINGS,Equity,"8,000",HK0001171682,
0822.hk,00822,KA SHUI INT'L,Equity,"2,000",KYG5217R1011,
0825.hk,00825,NWDS CHINA,Equity,"1,000",KYG650071098,
0826.hk,00826,TIANGONG INT'L,Equity,"2,000",KYG888311134,
0827.hk,00827,KO YO GROUP,Equity,"4,000",KYG5319F1384,
0828.hk,00828,DYNASTY WINES,Equity,"2,000",KYG2950W1087,
0829.hk,00829,SHENGUAN HLDGS,Equity,"2,000",KYG8116M1087,
0830.hk,00830,CSC DEVELOPMENT,Equity,"2,000",KYG8438L1014,
0831.hk,00831,CR ASIA,Equity,"2,000",KYG239801080,
0832.hk,00832,CENTRAL CHINA,Equity,"1,000",KYG207681001,
0833.hk,00833,ALLTRONICS,Equity,"4,000",KYG022791340,
0834.hk,00834,KANGDA FOOD,Equity,"4,000",BMG2110F1023,
0836.hk,00836,CHINA RES POWER,Equity,"2,000",HK0836012952,
0837.hk,00837,CARPENTER TAN,Equity,500,KYG1991G1064,
0838.hk,00838,EVA HOLDINGS,Equity,"2,000",KYG321481015,
0839.hk,00839,CHINA EDU GROUP,Equity,"1,000",KYG2163M1033,
0840.hk,00840,TIANYE WATER,Equity,"2,000",CNE1000004P0,
0841.hk,00841,CASSAVA RES,Equity,"2,000",KYG053931062,
0842.hk,00842,LEOCH INT'L,Equity,"1,000",KYG546541015,
0844.hk,00844,GREATIME INTL,Equity,"4,000",VGG4166C1086,
0845.hk,00845,GLORIOUS PPT H,Equity,"1,000",KYG3940K1058,
0846.hk,00846,MINGFA GROUP,Equity,"1,000",KYG614131038,
0848.hk,00848,MAOYE INT'L,Equity,"1,000",KYG5804G1047,
0851.hk,00851,SHENG YUAN HLDG,Equity,"10,000",BMG8115Q2095,
0852.hk,00852,STRONG PETRO,Equity,"2,000",KYG853951203,
0853.hk,00853,MICROPORT,Equity,100,KYG608371046,
0854.hk,00854,WILLAS-ARRAY,Equity,"1,000",BMG9643L1349,
0855.hk,00855,CHINA WATER,Equity,"2,000",BMG210901242,
0856.hk,00856,VSTECS,Equity,"2,000",KYG9400C1116,
0857.hk,00857,PETROCHINA,Equity,"2,000",CNE1000003W8,
0858.hk,00858,EXTRAWELL PHAR,Equity,"10,000",BMG3285Q1134,
0859.hk,00859,ZHONGCHANG INTL,Equity,"2,000",BMG9898M1001,
0860.hk,00860,APOLLO FMG,Equity,"4,000",BMG0411X1112,
0861.hk,00861,DC HOLDINGS,Equity,"1,000",BMG2759B1072,
0862.hk,00862,VISION VALUES,Equity,"5,000",KYG9375G1212,
0863.hk,00863,OSL GROUP,Equity,500,KYG1106B1095,
0864.hk,00864,WING LEE PPT,Equity,"4,000",BMG9705S1008,
0865.hk,00865,JIANDE INT'L,Equity,"4,000",KYG5139V1077,
0866.hk,00866,CHINA QINFA,Equity,"2,000",KYG2159E1070,
0867.hk,00867,CMS,Equity,"1,000",KYG211081248,
0868.hk,00868,XINYI GLASS,Equity,"1,000",KYG9828G1082,
0869.hk,00869,PLAYMATES TOYS,Equity,"4,000",BMG7147S1008,
0871.hk,00871,CH DREDG ENV,Equity,"20,000",KYG2116C1116,
0873.hk,00873,SHIMAO SERVICES,Equity,"1,000",KYG8104A1085,
0874.hk,00874,BAIYUNSHAN PH,Equity,"2,000",CNE100000387,
0875.hk,00875,CONGYU INTE AGR,Equity,"2,000",BMG2162U1229,
0876.hk,00876,KAISA HEALTH,Equity,"10,000",BMG522111027,
0878.hk,00878,SOUNDWILL HOLD,Equity,500,BMG8277H1530,
0880.hk,00880,SJM HOLDINGS,Equity,"1,000",HK0880043028,
0881.hk,00881,ZHONGSHENG HLDG,Equity,500,KYG9894K1085,
0882.hk,00882,TIANJIN DEV,Equity,"2,000",HK0882007260,
0883.hk,00883,CNOOC,Equity,"1,000",HK0883013259,80883
0884.hk,00884,CIFI HOLD GP,Equity,"2,000",KYG2140A1076,
0887.hk,00887,EMPEROR WATCH&J,Equity,"10,000",HK0000047982,
0888.hk,00888,BISON FINANCE,Equity,"2,000",BMG114281022,
0889.hk,00889,DATRONIX HOLD,Equity,"2,000",BMG2660A1071,
0893.hk,00893,CHINAVTM MINING,Equity,"1,000",KYG211321081,
0894.hk,00894,MAN YUE TECH,Equity,"2,000",BMG5803Y1066,
0895.hk,00895,DONGJIANG ENV,Equity,200,CNE1000001B6,
0896.hk,00896,HANISON,Equity,"2,000",KYG428581030,
0897.hk,00897,WAI YUEN TONG,Equity,"5,000",BMG9421Y2332,
0898.hk,00898,MULTIFIELD INTL,Equity,"2,000",BMG6330R1271,
0899.hk,00899,ZHONG JIA GX,Equity,"10,000",BMG0536F4092,
0900.hk,00900,AEON CREDIT,Equity,"2,000",HK0900002681,
0902.hk,00902,HUANENG POWER,Equity,"2,000",CNE1000006Z4,
0905.hk,00905,WALNUT CAP,Equity,"16,000",BMG3932X1231,
0907.hk,00907,ELEGANCEOPTICAL,Equity,"20,000",BMG3000U1009,
0909.hk,00909,MING YUAN CLOUD,Equity,"1,000",KYG6142R1092,
0910.hk,00910,CHINA SANDI,Equity,"6,000",BMG2118U1018,
0911.hk,00911,QIANHAI HEALTH,Equity,"10,000",KYG7307F1129,
0912.hk,00912,SUGA INT'L,Equity,"2,000",BMG8550G1042,
0913.hk,00913,HARBOUR DIGITAL,Equity,"10,000",KYG4289D1088,
0914.hk,00914,CONCH CEMENT,Equity,500,CNE1000001W2,
0915.hk,00915,DAOHE GLOBAL,Equity,"1,000",BMG2751X1314,
0916.hk,00916,CHINA LONGYUAN,Equity,"1,000",CNE100000HD4,
0917.hk,00917,QUNABOX GROUP,Equity,100,KYG7388C1033,
0918.hk,00918,MAJESTIC DRAGON,Equity,"6,000",            ,
0919.hk,00919,MODERNHEALTHTEC,Equity,"4,000",KYG618101003,
0921.hk,00921,HISENSE HA,Equity,"1,000",CNE100000353,
0922.hk,00922,ANXIANYUAN CH,Equity,"10,000",BMG0400Q1197,
0923.hk,00923,IWS,Equity,"2,000",KYG4812S1012,
0924.hk,00924,KHOON GROUP,Equity,"8,000",KYG5271A1013,
0926.hk,00926,BESUNYEN,Equity,"1,000",KYG107051123,
0927.hk,00927,FUJIKON IND,Equity,"2,000",BMG3685C1029,
0928.hk,00928,KING INTL INV,Equity,"20,000",KYG5924H1231,
0929.hk,00929,IPE GROUP,Equity,"5,000",KYG4935G1091,
0931.hk,00931,CHINA HK POWER,Equity,"2,000",KYG2117J1316,
0932.hk,00932,SHUNTEN INTL,Equity,"4,000",KYG811881070,
0933.hk,00933,VIVA GOODS,Equity,"8,000",KYG9374E1199,
0934.hk,00934,SINOPEC KANTONS,Equity,"2,000",BMG8165U1009,
0936.hk,00936,KAISA CAPITAL,Equity,"10,000",KYG5213K1004,
0938.hk,00938,MAN SANG INT'L,Equity,"2,000",BMG579461325,
0939.hk,00939,CCB,Equity,"1,000",CNE1000002H1,
0941.hk,00941,CHINA MOBILE,Equity,500,HK0941009539,80941
0943.hk,00943,ZHONGZHENG INTL,Equity,"16,000",BMG989A52031,
0945.hk,00945,MANULIFE-S,Equity,100,CA56501R1064,
0947.hk,00947,MOBI DEV,Equity,"1,000",KYG618391091,
0948.hk,00948,ALPHA PRO HLDGS,Equity,"2,000",BMG6847W1064,
0950.hk,00950,LEE'S PHARM,Equity,500,KYG5438W1116,
0951.hk,00951,CHAOWEI POWER,Equity,"1,000",KYG204791043,
0952.hk,00952,QUAM PLUS FIN,Equity,"10,000",BMG2118X1056,
0953.hk,00953,SHAW BROTHERS,Equity,"2,000",KYG8072W1087,
0954.hk,00954,CHANGMAO BIO,Equity,"4,000",CNE100000106,
0956.hk,00956,CHINA SUNTIEN,Equity,"1,000",CNE100000TW9,
0959.hk,00959,CENTURY ENT INT,Equity,"10,000",BMG2031G1069,
0960.hk,00960,LONGFOR GROUP,Equity,500,KYG5635P1090,
0966.hk,00966,CHINA TAIPING,Equity,200,HK0000055878,
0968.hk,00968,XINYI SOLAR,Equity,"2,000",KYG9829N1025,
0969.hk,00969,HUA LIEN INT'L,Equity,"2,000",KYG4636M1087,
0970.hk,00970,NEW SPARKLEROLL,Equity,"2,000",BMG8310J1172,
0974.hk,00974,SKL,Equity,"1,000",KYG2163D1034,
0975.hk,00975,MONGOL MINING,Equity,"3,000",KYG6264V1361,
0976.hk,00976,CHIHO ENV,Equity,"2,000",KYG4465A1004,
0978.hk,00978,CHI MER LAND,Equity,"2,000",KYG210AW1064,
0979.hk,00979,GREEN ENERGY GP,Equity,"2,000",BMG4088X1074,
0980.hk,00980,LIANHUA,Equity,"1,000",CNE1000003P2,
